dt_ecriture;exercice_comptable;nøpiece;nom_fichier;libelle;type;ttc;tva;ht;mode_rglt;etat_statut;idt_mode_reg;idt_statut;idt_ss_categorie
2015-06-07;2015;Note De Frais N°0215;283-NDF_0215.pdf;Carburant Auto;Carburant Auto;70;11.67;58.23;CB PRO;;3;;10
2015-06-06;2015;Note De Frais N°0216;284-NDF_0216.pdf;Bouygues Telecom;Achat d'un nouveau téléphone portable;449.89;74.98;374.9;CB PRO;;3;;21
2015-06-10;2015;Note De Frais N°0164_6;223-NDF_0164.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;171.45;34.29;137.16;VRMT;;5;;18
2015-06-10;2015;Note De Frais N°0165_6;224-NDF_0165.pdf;MAAF Assurance Santé 2015;MAAF Assurance Santé 2015;28.39;5.67;22.72;VRMT;;5;;18
2015-06-11;2015;Note De Frais N°0217_1;285-NDF_0217.pdf;Royal Velizy;Restauration;30.8;2.8;28;CB PRO;;3;;15
2015-06-19;2015;Facture N° BE00086727;286-FAC_BE00086727.pdf;Abonnement Peage;Abonnement Peage;340.26;56.71;283.55;VRMT;;5;;12
2015-06-18;2015;Note DE Frais N°0217;287-NDF_0217.pdf;Carburant Auto;Carburant Auto;74.46;12.41;62.05;CB PRO;;3;;10
2015-06-22;2015;Note De Frais N°0172;231-NDF_0172.pdf;RSI : Sécurité Sociale;RSI : Sécurité Sociale;300;;;VRMT;;5;;5
2015-06-19;2015;Note De Frais N°0218;288-NDF_0218.pdf;The Frog;Restauration;58;5.27;52.73;CB PRO;;3;;15
2015-06-20;2015;Note De Frais N°0219;289-NDF_0219.pdf;Royal Grill;Restauration;111.3;10.12;101.18;CB PRO;;3;;15
2015-06-25;2015;Facture N°1505078;290-FAC_1505078.pdf;Aubay : facture cantine;Facture Cantine;224.75;37.46;187.29;VRMT;;5;;16
2015-06-30;2015;Note De Frais N°0220;291-NDF_0220.pdf;Loyer mois de Juin 2015;Loyer mois de Juin 2015;80;;;VRMT;PAYE;5;1;40
2015-06-30;2015;Note De Frais N°0220_1;291-NDF_0220.pdf;Forfait mobile de Juin 2015;Forfait mobile de Juin 2015;20;;;VRMT;PAYE;5;1;33
2015-06-30;2015;Note De Frais N°0220_2;291-NDF_0220.pdf;Forfait internet de Juin 2015;Forfait internet de Juin 2015;20;;;VRMT;PAYE;5;1;34
2015-07-04;2015;Note De Frais N°0221;292-NDF_0221.pdf;JEREM EVRY;Achat Vestimentaire;109.4;18.23;91.17;CB PRO;;3;;31
2015-07-10;2015;Note De Frais N°0164_7;223-NDF_0164.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;171.45;34.29;137.16;VRMT;;5;;18
2015-07-10;2015;Note De Frais N°0165_7;224-NDF_0165.pdf;MAAF Assurance Santé 2015;MAAF Assurance Santé 2015;28.39;5.67;22.72;VRMT;;5;;18
2015-07-10;2015;Note De Frais N°0222;293-NDF_0222.pdf;Royal Velizy;Restauration;30.8;2.8;28;CB PRO;;3;;15
2015-07-13;2015;Facture N°0162384605;319-FAC_0162384605.pdf;Norauto;Réparation Batterie Auto;157.45;26.24;131.21;CB PERSO;PAYE;4;1;11
2015-07-20;2015;Facture N° BF00082916;294-FAC_BF00082916.pdf;Abonnement Peage;Abonnement Peage;272.44;45.41;227.03;VRMT;;5;;12
2015-07-18;2015;Note De Frais N°0223;295-NDF_0223.pdf;Royal Velizy;Restauration;50.7;4.61;46.09;CB PRO;;3;;15
2015-07-30;2015;Note De Frais N°0224;296-NDF_0224.pdf;Boulangerie DEPREZ;Restauration;29.3;1.52;27.78;CB PRO;;3;;15
2015-07-30;2015;Note De Frais N°0225;297-NDF_0225.pdf;Loyer mois de Juillet 2015;Loyer mois de Juillet 2015;80;;;VRMT;PAYE;5;1;40
2015-07-30;2015;Note De Frais N°0225_1;297-NDF_0225.pdf;Forfait mobile de Juillet 2015;Forfait mobile de Juillet 2015;20;;;VRMT;PAYE;5;1;33
2015-07-30;2015;Note De Frais N°0225_2;297-NDF_0225.pdf;Forfait internet de Juillet 2015;Forfait internet de Juillet 2015;20;;;VRMT;PAYE;5;1;34
2015-07-30;2015;Note De Frais N°0225_3;297-NDF_0225.pdf;EDF Juillet 2015;EDF Juillet 2015;10;;;VRMT;PAYE;5;1;32
2015-08-01;2015;Note De Frais N°0226;298-NDF_0226.pdf;WOK GRILL BONDY;Restauration;55.4;5.04;50.36;CB PRO;;3;;15
2015-08-03;2015;Note De Frais N°0227;299-NDF_0227.pdf;Carburant Auto;Carburant Auto;72.09;12.01;60.08;CB PRO;;3;;10
2015-07-19;2015;Note De Frais N°0229;301-NDF_0229.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2015-08-04;2015;Note De Frais N°0230;302-NDF_0230.pdf;Noura;Restauration;31.15;2.83;28.32;CB PRO;;3;;15
2015-08-10;2015;Note De Frais N°0164_8;223-NDF_0164.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;171.45;34.29;137.16;VRMT;;5;;18
2015-08-10;2015;Note De Frais N°0165_8;224-NDF_0165.pdf;MAAF Assurance Santé 2015;MAAF Assurance Santé 2015;28.39;5.67;22.72;VRMT;;5;;18
2015-07-08;2015;Note De Frais N°0231;303-NDF_0231.pdf;CHIPOTLE;Restauration;35.9;3.26;32.64;CB PRO;;3;;15
2015-08-07;2015;Note De Frais N°0232;304-NDF_0232.pdf;The Frog;Restauration;36;3.27;32.73;CB PRO;;3;;15
2015-08-19;2015;Facture N°BG00085981;305-FAC_BG00085981.pdf;Abonnement Peage;Abonnement Peage;299.02;49.84;249.18;VRMT;;5;;12
2015-08-18;2015;Note De Frais N°0233;306-NDF_0233.pdf;Carburant Auto;Carburant Auto;68.78;11.46;57.32;CB PRO;;3;;10
2015-08-20;2015;Note De Frais N°0234;307-NDF_0234.pdf;El Rancho;Restauration;39.1;3.55;35.55;CB PRO;;3;;15
2015-08-22;2015;Note De Frais N°0235;308-NDF_0235.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2015-08-27;2015;Note De Frais N°0236;309-NDF_0236.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2015-08-29;2015;Note De Frais N°0237;310-NDF_0237.pdf;Carburant Auto;Carburant Auto;68.42;10.42;58;CB PRO;;3;;10
2015-08-31;2015;Note De Frais N°0238;311-NDF_0238.pdf;Loyer mois d'Aout 2015;Loyer mois d'Aout 2015;80;;;VRMT;PAYE;5;1;40
2015-08-31;2015;Note De Frais N°0238_1;311-NDF_0238.pdf;Forfait mobile d'Aout 2015;Forfait mobile d'Aout 2015;20;;;VRMT;PAYE;5;1;33
2015-08-31;2015;Note De Frais N°0238_2;311-NDF_0238.pdf;Forfait internet d'Aout 2015;Forfait internet d'Aout 2015;20;;;VRMT;PAYE;5;1;34
2015-09-10;2015;Note De Frais N°0164_9;223-NDF_0164.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;171.45;34.29;137.16;VRMT;;5;;18
2015-09-10;2015;Note De Frais N°0165_9;224-NDF_0165.pdf;MAAF Assurance Santé 2015;MAAF Assurance Santé 2015;28.39;5.67;22.72;VRMT;;5;;18
2015-09-10;2015;Note De Frais N°0239;312-NDF_0239.pdf;Carburant Auto;Carburant Auto;63.62;10.54;53.08;CB PRO;;3;;10
2015-09-13;2015;Note De Frais N°0240;313-NDF_0240.pdf;Le Paradis du Fruit;Restauration;51;4.64;46.36;CB PRO;;3;;15
2015-09-15;2015;Note De Frais N°0241;314-NDF_0241.pdf;Asian Grill;Restauration;15.8;1.44;14.36;CB PRO;;3;;15
2015-09-16;2015;Note De Frais N°0242;315-NDF_0242.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2015-09-21;2015;Facture N°BH00085219;316-FAC_BH00085219.pdf;Abonnement Peage;Abonnement Peage;167.22;27.87;139.35;VRMT;;5;;12
2015-09-22;2015;Note De Frais N°0243;317-NDF_0243.pdf;Carburant Auto;Carburant Auto;63.95;10.66;53.29;CB PRO;;3;;10
2015-09-30;2015;Facture N°8564;318-FAC_8564.pdf;Point D'encre Vélizy;Achat Encre imprimante;64;10.67;53.33;CB PRO;;3;;21
2015-09-30;2015;Note De Frais N°0244;297-NDF_0225.pdf;Loyer mois de Septembre 2015;Loyer mois de Septembre 2015;80;;;VRMT;PAYE;5;1;40
2015-09-30;2015;Note De Frais N°0244_1;297-NDF_0225.pdf;Forfait mobile de Septembre 2015;Forfait mobile de Septembre 2015;20;;;VRMT;PAYE;5;1;33
2015-09-30;2015;Note De Frais N°0244_2;297-NDF_0225.pdf;Forfait internet de Septembre 2015;Forfait internet de Septembre 2015;20;;;VRMT;PAYE;5;1;34
2015-09-30;2015;Note De Frais N°0244_3;297-NDF_0225.pdf;EDF Septembre 2015;EDF Septembre 2015;10;;;VRMT;PAYE;5;1;32
2015-10-27;2015;Facture N°1509102;319-FAC_1509102.pdf;Aubay : facture cantine;Aubay : facture cantine;203.8;33.97;169.83;VRMT;;5;;16
2015-10-05;2016;Note De Frais N°0201;263-NDF_0201.pdf;CIPAV 2015;CIPAV 2015;5350;;;CHQ PRO;;1;;7
2015-10-09;2016;Note De Frais N°0164_10;223-NDF_0164.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;171.45;34.29;137.16;VRMT;;5;;18
2015-10-12;2016;Note De Frais N°0165_10;224-NDF_0165.pdf;MAAF Assurance Santé 2015;MAAF Assurance Santé 2015;28.39;5.67;22.72;VRMT;;5;;18
2015-10-12;2016;Note De Frais N°0245;320-NDF_0245.pdf;Carburant Auto;Carburant Auto;62.36;10.39;51.97;CB PRO;;3;;10
2015-10-15;2016;Note De Frais N°0246;321-NDF_0246.pdf;Pizza Pino;Restauration;21.9;1.99;19.91;CB PRO;;3;;15
2015-10-20;2016;Facture N°BI00078866;322-FAC_BI00078866.pdf;Abonnement Peage;Abonnement Peage;249.92;41.65;208.27;VRMT;;5;;12
2015-10-20;2016;Note De Frais N°0247;324-NDF_0247.pdf;OSAKA;Restauration;91.9;8.35;83.55;CB PRO;;3;;15
2015-10-22;2016;Note De Frais N°0248;325-NDF_0248.pdf;HEMK;Restauration;19.5;1.28;18.22;CB PRO;;3;;15
2015-10-22;2016;Note De Frais N°0249;326-NDF_0249.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2015-10-23;2016;Note De Frais N°0250;327-NDF_0250.pdf;Point D'encre Vélizy+A591:A627;Carburant Auto;58.56;9.76;48.8;CB PRO;;3;;10
2015-10-29;2016;Note De Frais N°0251;328-NDF_0251.pdf;Boulangerie LAURENT;Restauration;27.4;2.74;24.66;CB PRO;;3;;15
2015-10-21;2016;Note De Frais N°0252;330-NDF_0252.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PERSO;PAYE;4;1;15
2015-10-30;2016;Note De Frais N°0253;331-NDF_0253.pdf;The Frog;Restauration;80.5;7.32;73.18;CB PRO;;3;;15
2015-10-31;2016;Note De Frais N°0254;332-NDF_0254.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2015-10-31;2016;Note De Frais N°0255;333-NDF_0255.pdf;Loyer mois d'Octobre 2015;Loyer mois d'Octobre 2015;80;;;VRMT;PAYE;5;1;40
2015-10-31;2016;Note De Frais N°0255_1;333-NDF_0255.pdf;Forfait mobile d'Octobre 2015;Forfait mobile d'Octobre 2015;20;;;VRMT;PAYE;5;1;33
2015-10-31;2016;Note De Frais N°0255_2;333-NDF_0255.pdf;Forfait internet d'Octobre 2015;Forfait internet d'Octobre 2015;20;;;VRMT;PAYE;5;1;34
2015-11-06;2016;Note De Frais N°0256;334-NDF_0256.pdf;SILA;Restauration;38.6;3.5;35.1;CB PRO;;3;;15
2015-11-06;2016;Note De Frais N°0257;335-NDF_0257.pdf;Carburant Auto;Carburant Auto;63.06;10.51;52.55;CB PRO;;3;;10
2015-11-07;2016;Note De Frais N°0258;336-NDF_0258.pdf;Pizza Hut;Restauration;70.86;7.09;63.77;CB PRO;;3;;15
2005-11-10;2016;Note De Frais N°0164_11;223-NDF_0164.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;171.45;34.29;137.16;VRMT;;5;;18
2005-11-10;2016;Note De Frais N°0165_11;224-NDF_0165.pdf;MAAF Assurance Santé 2015;MAAF Assurance Santé 2015;28.39;5.67;22.72;VRMT;;5;;18
2015-11-12;2016;Note De Frais N°0260;338-NDF_0260.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2015-11-13;2016;Note De Frais N°0261;339-NDF_0261.pdf;Royal Grill;Restauration;95.6;8.69;86.91;CB PRO;;3;;15
2015-11-17;2016;Note De Frais N°0262;340-NDF_0262.pdf;Royal Velizy;Restauration;13.5;1.23;12.27;CB PRO;;3;;15
2015-11-17;2016;Note De Frais N°0263;341-NDF_0263.pdf;Carburant Auto;Carburant Auto;62.43;10.4;52.03;CB PRO;;3;;10
2015-11-20;2016;Facture N° BJ00080295;342-FAC_BJ00080295.pdf;Abonnement Peage;Abonnement Peage;136.3;22.72;113.58;VRMT;;5;;12
2015-11-19;2016;Note De Frais N°0264;345-NDF_0264.pdf;Churrasco Gaucho;Restauration;75.9;6.9;69;CB PRO;;3;;15
2015-11-20;2016;Facture N°8894;343-FAC_8894.pdf;Point D'encre Vélizy;Impression documents de formation;104.7;17.45;87.25;CB PRO;;3;;40
2015-11-25;2016;Note De Frais N°0265;344-NDF_0265.pdf;HEMK;Restauration;26;1.7;24.3;CB PRO;;3;;15
2015-11-30;2016;Facture N°1510116;346-FAC_1510116.pdf;Aubay : facture cantine;Restauration;167.95;27.99;139.96;CB PRO;;3;;15
2015-11-30;2016;Note De Frais N°0266;347-NDF_0266.pdf;Carburant Auto;Carburant Auto;62.02;;;CB PRO;;3;;10
2015-11-08;2016;Note De Frais N°0267;348-NDF_0268.pdf;Royal Velizy;Restauration;30.8;2.8;28;CB PERSO;PAYE;4;1;15
2015-11-27;2016;Note De Frais N°0268;349-NDF_0269.pdf;HEMK;Restauration;30;1.96;28.04;CB PERSO;PAYE;4;1;15
2015-11-30;2016;Note De Frais N°0269;350-NDF_0269.pdf;Osaka;Restauration;213.9;19.45;194.45;CB PRO;;3;;15
2015-11-30;2016;Note De Frais N°0270;351-NDF_0270.pdf;Loyer mois de Novembre 2015;Loyer mois de Novembre 2015;80;;;VRMT;PAYE;5;1;40
2015-11-30;2016;Note De Frais N°0270_1;351-NDF_0270.pdf;Forfait mobile de Novembre 2015;Forfait mobile de Novembre 2015;20;;;VRMT;PAYE;5;1;33
2015-11-30;2016;Note De Frais N°0270_2;351-NDF_0270.pdf;Forfait internet de Novembre 2015;Forfait internet de Novembre 2015;20;;;VRMT;PAYE;5;1;34
2015-11-30;2016;Note De Frais N°0270_3;351-NDF_0270.pdf;EDF Novembre 2015;EDF Novembre 2015;10;;;VRMT;PAYE;5;1;32
2015-12-06;2016;Prime N°1453081_1;352-FAC_1453081.pdf;Prime HISCOX 2016;Prime HISCOX 2016;241.83;;;VRMT;;5;;17
2015-12-10;2016;Note De Frais N°0164_12;223-NDF_0164.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;171.45;34.29;137.16;VRMT;;5;;18
2015-12-10;2016;Note De Frais N°0165_12;224-NDF_0165.pdf;MAAF Assurance Santé 2015;MAAF Assurance Santé 2015;28.39;5.67;22.72;VRMT;;5;;18
2015-12-09;2016;Note De Frais N°0271;353-NDF_0271.pdf;Nuit de Chine - Wok;Restauration;20.2;1.84;18.36;CB PRO;;3;;15
2015-12-12;2016;Note De Frais N°0272;354-NDF_0272.pdf;Pizza Hut;Restauration;16.49;1.5;14.99;CB PRO;;3;;15
2015-12-11;2016;Note De Frais N°0273;355-NDF_0273.pdf;Nuit de Chine - Wok;Restauration;53.5;4.86;48.64;CB PRO;;3;;15
2015-12-11;2016;Note De Frais N°0274;356-NDF_0274.pdf;Carburant Auto;Carburant Auto;64.71;10.79;53.92;CB PRO;;3;;10
2015-12-19;2016;Note DE Frais N°0275;358-NDF_0275.pdf;Carburant Auto;Carburant Auto;60;10;50;CB PRO;;3;;10
2015-12-21;2016;Facture N°BK00074717;357-FAC_BK00074717.pdf;Abonnement Peage;Abonnement Peage;210.98;35.16;175.82;VRMT;;5;;12
2015-12-23;2016;Note De Frais N°0276;359-NDF_0276.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2015-12-28;2016;Facture N°21511149;360-FAC_21511149.pdf;Feel Europe;Location Salle de Formation;1080;180;900;VRMT;;5;;40
2015-12-26;2016;Note De Frais N°0277;361-NDF_0277.pdf;Carburant Auto;Carburant Auto;61.04;10.17;50.87;CB PRO;;3;;10
2015-12-27;2016;Note De Frais N°0278;362-NDF_0278.pdf;Le Vin Cœur;Restauration;66.1;6.01;60.09;CB PRO;;3;;15
2015-12-26;2016;Note De Frais N°0279;363-NDF_0279.pdf;Royal Grill;Restauration;109.4;9.95;99.45;CB PRO;;3;;15
2015-12-31;2016;Note De Frais N°0280;364-NDF_0280.pdf;Annonce du Parisien;Frais apparution dans le JO suite à chgt d'adresse;119.47;19.91;99.56;CB PRO;;3;;40
2015-12-31;2016;Note De Frais N°0281;365-NDF_0281.pdf;Loyer mois de Décembre 2015;Loyer mois de Décembre 2015;80;;;VRMT;PAYE;5;1;40
2015-12-31;2016;Note De Frais N°0281_1;365-NDF_0281.pdf;Forfait mobile de Décembre 2015;Forfait mobile de Décembre 2015;20;;;VRMT;PAYE;5;1;33
2015-12-31;2016;Note De Frais N°0281_2;365-NDF_0281.pdf;Forfait internet de Décembre 2015;Forfait internet de Décembre 2015;20;;;VRMT;PAYE;5;1;34
2016-01-08;2016;Note De Frais N°0164;223-NDF_0164.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;171.36;34.272;137.088;VRMT;;5;;18
2016-01-11;2016;Note De Frais N°0165_13;224-NDF_0165.pdf;MAAF Assurance Santé 2016;MAAF Assurance Santé 2016;28.64;5.67;22.97;VRMT;;5;;18
2016-01-15;2016;Facture N°2016-1-9;F2016-01-09_ml_soft.pdf;Facture Expert Comptable;Facture Expert Comptable;2304;384;1920;VRMT;;5;;26
2016-01-15;2016;Facture N°2016-01-10;F2016-01-10_ml_soft_chgt_siege.pdf;Facture Expert Comptable;Facture Expert Comptable;240;40;200;VRMT;;5;;26
2016-01-20;2016;Facture N°BL00079190;FBL00079190.pdf;Abonnement Peage;Abonnement Peage;224.83;187.36;37.47;VRMT;;5;;12
2016-01-20;2016;Note De Frais N°366_1;366-NDF_0366.pdf;RSI 2016;RSI 2016;356;;;VRMT;;5;;5
2016-01-31;2016;Note De Frais N°288;375-NDF_0288.pdf;Forfait mobile de Janvier 2016;Forfait mobile de Janvier 2016;20;;;VRMT;PAYE;5;1;33
2016-01-31;2016;Note De Frais N°288_1;375-NDF_0288.pdf;Forfait internet de Janvier 2016;Forfait internet de Janvier 2016;20;;;VRMT;PAYE;5;1;34
2016-01-31;2016;Note De Frais N°288_2;375-NDF_0288.pdf;EDF Janvier 2016;EDF Janvier 2016;20;;;VRMT;PAYE;5;1;32
2016-02-08;2016;Note De Frais N°281_3;367-NDF_0281.pdf;URSSAF 2016;URSSAF 2016;2386;;;VRMT;;5;;6
2016-02-09;2016;Note De Frais N°287;374-NDF_0287.pdf;Garden Wok;Restauration;53.9;4.9;49;CB PERSO;;4;;15
2016-02-11;2016;Note De Frais N°0165_14;224-NDF_0165.pdf;MAAF Assurance Santé 2016;MAAF Assurance Santé 2016;28.64;5.67;22.97;VRMT;;5;;18
2016-02-19;2016;Facture N° CA00073699;368-FAC_CA00073699.pdf;Abonnement Peage;Abonnement Peage;230.06;38.34;191.72;VRMT;;5;;12
2016-02-19;2016;Note De Frais N°0282;369-NDF_0282.pdf;Restaurant Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2016-02-22;2016;Note De Frais N°366_2;366-NDF_0366.pdf;RSI 2016;RSI 2016;356;;;VRMT;;5;;5
2016-02-22;2016;Note De Frais N°0283;370-NDF_0283.pdf;Restautant Pizza Pino;Restauration;24.1;2.19;21.91;CB PRO;;3;;15
2016-02-23;2016;Note De Frais N°0284;371-NDF_0284.pdf;Restaurant Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2016-02-23;2016;Note De Frais N°0285;372-NDF_0285.pdf;Pizza Mama;Restauration;13.9;1.26;12.64;CB PRO;;3;;15
2016-02-27;2016;Note De Frais N°0286;373-NDF_0286.pdf;Wok Grill Bondy;Restauration;67.5;6.14;51.36;CB PRO;;3;;15
2016-02-28;2016;Note De Frais N°289;376-NDF_0289.pdf;Forfait mobile de Février 2016;Forfait mobile de Février 2016;20;;;VRMT;PAYE;5;1;33
2016-02-28;2016;Note De Frais N°289_1;376-NDF_0289.pdf;Forfait internet de Février 2016;Forfait internet de Février 2016;20;;;VRMT;PAYE;5;1;34
2016-02-28;2016;Note De Frais N°289_2;376-NDF_0289.pdf;EDF Février 2016;EDF Février 2016;20;;;VRMT;PAYE;5;1;32
2016-03-10;2016;Note De Frais N°0290;377-NDF_0290.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;340.06;68.012;272.048;VRMT;;5;;18
2016-03-11;2016;Note De Frais N°0165_15;224-NDF_0165.pdf;MAAF Assurance Santé 2016;MAAF Assurance Santé 2016;28.64;5.67;22.97;VRMT;;5;;18
2016-03-21;2016;Facture N°CB00072634;378-FAC_CB00072634.pdf;Abonnement Peage;Abonnement Peage;26.41;4.4;22.01;VRMT;;5;;12
2016-03-21;2016;Note De Frais N°366_3;366-NDF_0366.pdf;RSI 2016;RSI 2016;356;;;VRMT;;5;;5
2016-03-31;2016;Note De Frais N°291;379-NDF_0291.pdf;Forfait mobile de Mars 2016;Forfait mobile de Mars 2016;20;;;VRMT;PAYE;5;1;33
2016-03-31;2016;Note De Frais N°291_1;379-NDF_0291.pdf;Forfait internet de Mars 2016;Forfait internet de Mars 2016;20;;;VRMT;PAYE;5;1;34
2016-03-31;2016;Note De Frais N°291_2;379-NDF_0291.pdf;EDF Mars 2016;EDF Mars 2016;20;;;VRMT;PAYE;5;1;32
2016-04-04;2016;Note DE Frais N°292;380-NDF_0292.pdf;Les Comptoirs Casino;Restauration;7.3;0.66;6.64;CB PRO;;3;2;15
2016-04-05;2016;Note De Frais N°293;381-NDF_0293.pdf;Royal Velizy;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2016-04-05;2016;Note De Frais N°294;382-NDF_0294.pdf;Wok By Tiger Wok;Restauration;41.5;3.77;37.73;CB PRO;;3;;15
2016-04-06;2016;Note De Frais N°295;383-NDF_0295.pdf;Les Comptoirs Casino;Restauration;10.2;0.92;9.28;CB PRO;;3;;15
2016-04-08;2016;Note De Frais N°290_1;377-NDF_0290.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;170.03;34.01;136.02;VRMT;;5;;18
2016-03-11;2016;Note De Frais N°0165_20;224-NDF_0165.pdf;MAAF Assurance Santé 2016;MAAF Assurance Santé 2016;28.64;5.67;22.97;VRMT;;5;;18
2016-04-03;2016;Note De Frais N°0296;384-NDF_0296.pdf;Perle d'Asie;Restauration;55.4;5.04;50.36;CB PRO;;3;;18
2016-04-13;2016;Note De Frais N°0297;385-NDF_0297.pdf;Les Comptoirs Casino;Restauration;9.5;0.86;8.64;CB PRO;;3;;15
2016-04-14;2016;Note De Frais N°0298;386-NDF_0298.pdf;Les Comptoirs Casino;Restauration;12.2;1.1;11.1;CB PRO;;3;;15
2016-04-16;2016;Note De Frais N°0299;387-NDF_0299.pdf;Leclerc Bois d'Arcy;Carburant Auto;58.75;9.79;48.96;CB PRO;;3;;10
2016-04-20;2016;Note De Frais N°366_20;366-NDF_0366.pdf;RSI 2016;RSI 2016;356;;;VRMT;;5;;5
2016-04-20;2016;Facture N° CC00073643;FCC00073643.pdf;Abonnement Peage;Abonnement Peage;6;1;5;VRMT;;5;;12
2016-04-20;2016;Note De Frais N°300;388-NDF_0300.pdf;Creperie L'atelier;Restauration;13.9;2.78;11.2;CB PRO;;3;;15
2016-04-21;2016;Note De Frais N°301;389-NDF_0301.pdf;DEHLIZ;Restauration;51.5;5.22;46.29;CB PRO;;3;;15
2016-04-22;2016;Note De Frais N°302;390-NDF_0302.pdf;Chipotle;Restauration;32.4;2.95;29.45;CB PRO;;3;;15
2016-04-22;2016;Note De Frais N°303;391-NDF_0303.pdf;PB Velizy;Carburant Auto;16.7;2.78;13.92;CB PRO;;3;;10
2016-04-23;2016;Note De Frais N°304;392-NDF_0304.pdf;TOTAL;Carburant Auto;67.54;11.26;56.28;CB PRO;;3;;10
2016-04-28;2016;Note De Frais N°305;393-NDF_0305.pdf;Garden Wok;Restauration;30.2;2.75;27.45;CB PRO;;3;;15
2016-04-30;2016;Note De Frais N°306;394-NDF_0306.pdf;Forfait mobile de Avril 2016;Forfait mobile de Avril 2016;20;;;VRMT;PAYE;5;1;33
2016-04-30;2016;Note De Frais N°306_1;394-NDF_0306.pdf;Forfait internet de Avril 2016;Forfait internet de Avril 2016;20;;;VRMT;PAYE;5;1;34
2016-04-30;2016;Note De Frais N°306_2;394-NDF_0306.pdf;EDF Avril 2016;EDF Avril 2016;20;;;VRMT;PAYE;5;1;32
2016-05-06;2016;Note De Frais N°281_1;367-NDF_0281.pdf;URSSAF 2016;URSSAF 2016;2386;;;VRMT;;5;;6
2016-05-10;2016;Note De Frais N°290_20;377-NDF_0290.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;170.03;34.01;136.02;VRMT;;5;;18
2016-04-10;2016;Note De Frais N°0165_21;224-NDF_0165.pdf;MAAF Assurance Santé 2016;MAAF Assurance Santé 2016;28.64;5.67;22.97;VRMT;;5;;18
2016-05-20;2016;Note De Frais N°366_21;366-NDF_0366.pdf;RSI 2016;RSI 2016;356;;;VRMT;;5;;5
2016-05-20;2016;Note De Frais N°307;395-NDF_0307.pdf;Les comptoirs casino;Restauration;9.5;0.86;8.64;CB PRO;;3;;15
2016-05-21;2016;Note De Frais N°308;396-NDF_0308.pdf;Parking Indigo;Stationnement;19.8;3.3;16.5;CB PRO;;3;;40
2016-05-21;2016;Note De Frais N°309;397-NDF_0309.pdf;ESSO Express;Carburant Auto;59.8;9.97;49.83;CB PRO;;3;;10
2016-05-24;2016;Note De Frais N°310;398-NDF_0310.pdf;RED HIPPO;Restauration;56.1;4.83;51.27;CB PRO;;3;;15
2016-05-25;2016;Note De Frais N°311;399-NDF_0311.pdf;DEHLIZ;Restauration;73;6.9;66.1;CB PRO;;3;;15
2016-05-28;2016;Note De Frais N°312;400-NDF_0312.pdf;Royal Velizy;Restauration;30.8;2.8;28;CB PRO;;3;;15
2016-05-31;2016;Note De Frais N°313;401-NDF_0313.pdf;Forfait mobile de Mai 2016;Forfait mobile de Mai 2016;20;;;VRMT;PAYE;5;1;33
2016-05-31;2016;Note De Frais N°313_1;401-NDF_0313.pdf;Forfait internet de Mai 2016;Forfait internet de Mai 2016;20;;;VRMT;PAYE;5;1;34
2016-05-31;2016;Note De Frais N°313_2;401-NDF_0313.pdf;EDF Mai 2016;EDF Mai 2016;20;;;VRMT;PAYE;5;1;32
2016-08-26;2016;Note De Frais N°339;444-NDF_0339.pdf;DUKE;Restauration;87.6;5.73;81.87;CB PRO;;3;;15
2016-05-31;2016;Facture N°9932134-003-048359;402-FAC_9932134-003-048359.pdf;Bouygues Telecom;Achat d'un téléphone mobile;299.9;49.98;249.91;CB PRO;;3;;21
2016-06-03;2016;Note De Frais N°314;403-NDF_0314.pdf;Le Soleil D'Or;Restauration;88;8;80;CB PRO;;3;;15
